messstelle_id,e32,e32num,n32,n32num,genau
20161037,4429XX,442950.0,57631XX,5763150.0,100
20161049,4431XX,443150.0,57627XX,5762750.0,100
20161050,443439,443439.0,5763205,5763205.0,1
20161062,4440XX,444050.0,57633XX,5763350.0,100
20161311,4611XX,461150.0,57601XX,5760150.0,100
20161517,4551XX,455150.0,57720XX,5772050.0,100
20166217,5060XX,506050.0,57063XX,5706350.0,100
20751011,5281XX,528150.0,57374XX,5737450.0,100
20751023,5272XX,527250.0,57371XX,5737150.0,100
20751035,5279XX,527950.0,57373XX,5737350.0,100
20751047,5275XX,527550.0,57364XX,5736450.0,100
20751059,5281XX,528150.0,57375XX,5737550.0,100
20751060,5281XX,528150.0,57374XX,5737450.0,100
20751072,5280XX,528050.0,57374XX,5737450.0,100
20751084,5282XX,528250.0,57374XX,5737450.0,100
20751096,5281XX,528150.0,57375XX,5737550.0,100
20751102,5281XX,528150.0,57374XX,5737450.0,100
20751114,5280XX,528050.0,57374XX,5737450.0,100
20751126,5282XX,528250.0,57374XX,5737450.0,100
20751138,5281XX,528150.0,57376XX,5737650.0,100
20751140,5281XX,528150.0,57373XX,5737350.0,100
20751151,527916,527916.0,5737484,5737484.0,1
20751163,5283XX,528350.0,57374XX,5737450.0,100
20751175,5284XX,528450.0,57376XX,5737650.0,100
20751187,5278XX,527850.0,57381XX,5738150.0,100
20751199,5280XX,528050.0,57367XX,5736750.0,100
20751205,5275XX,527550.0,57371XX,5737150.0,100
20751217,5287XX,528750.0,57378XX,5737850.0,100
20751229,5280XX,528050.0,57365XX,5736550.0,100
20751230,5271XX,527150.0,57368XX,5736850.0,100
20751242,5266XX,526650.0,57372XX,5737250.0,100
20751254,5259XX,525950.0,57366XX,5736650.0,100
20751266,5257XX,525750.0,57372XX,5737250.0,100
20751278,5285XX,528550.0,57386XX,5738650.0,100
20751280,5285XX,528550.0,57373XX,5737350.0,100
20751291,5284XX,528450.0,57374XX,5737450.0,100
20751308,5282XX,528250.0,57367XX,5736750.0,100
20751310,5278XX,527850.0,57379XX,5737950.0,100
20751321,5290XX,529050.0,57359XX,5735950.0,100
20751333,5279XX,527950.0,57376XX,5737650.0,100
20751515,5302XX,530250.0,57377XX,5737750.0,100
20751527,5296XX,529650.0,57377XX,5737750.0,100
20751564,5249XX,524950.0,57320XX,5732050.0,100
20752313,5253XX,525350.0,57376XX,5737650.0,100
20752325,5253XX,525350.0,57378XX,5737850.0,100
20752337,5253XX,525350.0,57378XX,5737850.0,100
20752349,5253XX,525350.0,57379XX,5737950.0,100
20752350,5254XX,525450.0,57374XX,5737450.0,100
20752362,5249XX,524950.0,57381XX,5738150.0,100
20752374,5250XX,525050.0,57381XX,5738150.0,100
20752386,5252XX,525250.0,57379XX,5737950.0,100
20752398,5252XX,525250.0,57379XX,5737950.0,100
20752404,5253XX,525350.0,57380XX,5738050.0,100
20752416,5253XX,525350.0,57380XX,5738050.0,100
20752428,5251XX,525150.0,57389XX,5738950.0,100
20753019,5282XX,528250.0,57353XX,5735350.0,100
20753111,5281XX,528150.0,57353XX,5735350.0,100
20753123,5281XX,528150.0,57353XX,5735350.0,100
20753135,5282XX,528250.0,57352XX,5735250.0,100
20753147,5282XX,528250.0,57352XX,5735250.0,100
20753159,5277XX,527750.0,57351XX,5735150.0,100
20753160,5282XX,528250.0,57353XX,5735350.0,100
20753172,5282XX,528250.0,57353XX,5735350.0,100
20753184,5282XX,528250.0,57352XX,5735250.0,100
20753196,5282XX,528250.0,57351XX,5735150.0,100
20753202,5282XX,528250.0,57351XX,5735150.0,100
20753214,5281XX,528150.0,57347XX,5734750.0,100
20753226,5280XX,528050.0,57347XX,5734750.0,100
20753238,5273XX,527350.0,57351XX,5735150.0,100
20753408,5052XX,505250.0,57372XX,5737250.0,100
20753410,5055XX,505550.0,57369XX,5736950.0,100
20753421,5053XX,505350.0,57360XX,5736050.0,100
20779914,4549XX,454950.0,57659XX,5765950.0,100
20779938,4528XX,452850.0,57645XX,5764550.0,100
20780000,4547XX,454750.0,57660XX,5766050.0,100
20780023,4548XX,454850.0,57658XX,5765850.0,100
20780035,4550XX,455050.0,57658XX,5765850.0,100
20780047,4554XX,455450.0,57657XX,5765750.0,100
20780059,4549XX,454950.0,57659XX,5765950.0,100
20780060,4552XX,455250.0,57660XX,5766050.0,100
20780072,4556XX,455650.0,57663XX,5766350.0,100
20780084,4554XX,455450.0,57665XX,5766550.0,100
20780096,4560XX,456050.0,57658XX,5765850.0,100
20780102,4560XX,456050.0,57658XX,5765850.0,100
20780114,4554XX,455450.0,57653XX,5765350.0,100
20780126,4556XX,455650.0,57657XX,5765750.0,100
20780138,4557XX,455750.0,57652XX,5765250.0,100
20780140,4548XX,454850.0,57658XX,5765850.0,100
20780151,4540XX,454050.0,57657XX,5765750.0,100
20780163,4540XX,454050.0,57657XX,5765750.0,100
20780175,4545XX,454550.0,57662XX,5766250.0,100
20780187,4549XX,454950.0,57669XX,5766950.0,100
20780199,4552XX,455250.0,57668XX,5766850.0,100
20780205,4549XX,454950.0,57663XX,5766350.0,100
20780217,4548XX,454850.0,57656XX,5765650.0,100
20780229,4552XX,455250.0,57662XX,5766250.0,100
20780230,4555XX,455550.0,57659XX,5765950.0,100
20780242,4553XX,455350.0,57661XX,5766150.0,100
20780254,4541XX,454150.0,57668XX,5766850.0,100
20780266,4563XX,456350.0,57665XX,5766550.0,100
20780278,4561XX,456150.0,57651XX,5765150.0,100
20780280,4546XX,454650.0,57660XX,5766050.0,100
20780291,4541XX,454150.0,57654XX,5765450.0,100
20780308,4545XX,454550.0,57648XX,5764850.0,100
20780310,4547XX,454750.0,57660XX,5766050.0,100
20780357,4548XX,454850.0,57661XX,5766150.0,100
20780369,4550XX,455050.0,57661XX,5766150.0,100
20780370,4526XX,452650.0,57645XX,5764550.0,100
20780382,4528XX,452850.0,57645XX,5764550.0,100
20780394,4529XX,452950.0,57645XX,5764550.0,100
20780400,4528XX,452850.0,57646XX,5764650.0,100
20780412,4529XX,452950.0,57646XX,5764650.0,100
20780424,4524XX,452450.0,57645XX,5764550.0,100
20780436,4529XX,452950.0,57646XX,5764650.0,100
20780448,4526XX,452650.0,57645XX,5764550.0,100
20780450,4525XX,452550.0,57646XX,5764650.0,100
20780461,4525XX,452550.0,57645XX,5764550.0,100
20780473,4525XX,452550.0,57645XX,5764550.0,100
20780485,4527XX,452750.0,57645XX,5764550.0,100
20780497,4527XX,452750.0,57645XX,5764550.0,100
20780503,4527XX,452750.0,57644XX,5764450.0,100
20780515,4526XX,452650.0,57643XX,5764350.0,100
20780527,4527XX,452750.0,57643XX,5764350.0,100
20780539,4528XX,452850.0,57646XX,5764650.0,100
20780540,4528XX,452850.0,57644XX,5764450.0,100
20780552,4529XX,452950.0,57645XX,5764550.0,100
20780564,4530XX,453050.0,57645XX,5764550.0,100
20780576,4530XX,453050.0,57646XX,5764650.0,100
20780588,4530XX,453050.0,57648XX,5764850.0,100
20780590,4530XX,453050.0,57646XX,5764650.0,100
20780606,4530XX,453050.0,57646XX,5764650.0,100
20780618,4530XX,453050.0,57644XX,5764450.0,100
20780620,4529XX,452950.0,57644XX,5764450.0,100
20780631,4528XX,452850.0,57647XX,5764750.0,100
20780643,4566XX,456650.0,57668XX,5766850.0,100
20780655,4566XX,456650.0,57668XX,5766850.0,100
20780667,4572XX,457250.0,57663XX,5766350.0,100
20780679,4567XX,456750.0,57660XX,5766050.0,100
20780680,4567XX,456750.0,57660XX,5766050.0,100
20780692,4567XX,456750.0,57653XX,5765350.0,100
20780709,4565XX,456550.0,57663XX,5766350.0,100
20780710,4463XX,446350.0,57557XX,5755750.0,100
20780722,4475XX,447550.0,57556XX,5755650.0,100
20780734,4465XX,446550.0,57552XX,5755250.0,100
20780746,4469XX,446950.0,57550XX,5755050.0,100
20780758,4470XX,447050.0,57553XX,5755350.0,100
20780760,4474XX,447450.0,57549XX,5754950.0,100
20780771,4477XX,447750.0,57551XX,5755150.0,100
20780783,4477XX,447750.0,57550XX,5755050.0,100
20780795,4481XX,448150.0,57552XX,5755250.0,100
20780801,448177,448177.0,5754969,5754969.0,1
20780813,4483XX,448350.0,57547XX,5754750.0,100
20780825,4473XX,447350.0,57548XX,5754850.0,100
20780837,4473XX,447350.0,57547XX,5754750.0,100
20780849,4472XX,447250.0,57546XX,5754650.0,100
20780850,4475XX,447550.0,57547XX,5754750.0,100
20780862,4477XX,447750.0,57547XX,5754750.0,100
20780874,4476XX,447650.0,57546XX,5754650.0,100
20780886,4475XX,447550.0,57544XX,5754450.0,100
20780898,4477XX,447750.0,57545XX,5754550.0,100
20780904,4477XX,447750.0,57544XX,5754450.0,100
20780916,4478XX,447850.0,57544XX,5754450.0,100
20780928,4478XX,447850.0,57542XX,5754250.0,100
20780930,4483XX,448350.0,57543XX,5754350.0,100
20780941,4473XX,447350.0,57542XX,5754250.0,100
20780953,4472XX,447250.0,57546XX,5754650.0,100
20780965,4467XX,446750.0,57555XX,5755550.0,100
20780977,446735,446735.0,5755475,5755475.0,1
20780989,446993,446993.0,5755703,5755703.0,1
20780990,4470XX,447050.0,57555XX,5755550.0,100
20781003,4472XX,447250.0,57555XX,5755550.0,100
20781015,447733,447733.0,5754510,5754510.0,1
20781027,447663,447663.0,5754549,5754549.0,1
20781039,447593,447593.0,5754588,5754588.0,1
20781040,447531,447531.0,5754638,5754638.0,1
20781052,447469,447469.0,5754688,5754688.0,1
20781064,447461,447461.0,5754765,5754765.0,1
20781076,447453,447453.0,5754843,5754843.0,1
20781088,447022,447022.0,5755532,5755532.0,1
20781090,4475XX,447550.0,57549XX,5754950.0,100
20781106,4475XX,447550.0,57546XX,5754650.0,100
20781118,4475XX,447550.0,57546XX,5754650.0,100
20781120,4471XX,447150.0,57553XX,5755350.0,100
20781131,4467XX,446750.0,57557XX,5755750.0,100
20781143,4469XX,446950.0,57559XX,5755950.0,100
20781155,447253,447253.0,5755921,5755921.0,1
20781167,4470XX,447050.0,57555XX,5755550.0,100
20781179,4469XX,446950.0,57554XX,5755450.0,100
20781180,4471XX,447150.0,57555XX,5755550.0,100
20781192,4470XX,447050.0,57554XX,5755450.0,100
20781209,4471XX,447150.0,57551XX,5755150.0,100
20781222,4584XX,458450.0,57626XX,5762650.0,100
20781234,4581XX,458150.0,57627XX,5762750.0,100
20781246,458006,458006.0,5762784,5762784.0,1
20781258,4574XX,457450.0,57626XX,5762650.0,100
20781260,4573XX,457350.0,57628XX,5762850.0,100
20781271,4578XX,457850.0,57624XX,5762450.0,100
20781283,4580XX,458050.0,57621XX,5762150.0,100
20781295,4587XX,458750.0,57625XX,5762550.0,100
20781301,4584XX,458450.0,57626XX,5762650.0,100
20781313,4579XX,457950.0,57623XX,5762350.0,100
20781325,4579XX,457950.0,57621XX,5762150.0,100
20781337,4582XX,458250.0,57626XX,5762650.0,100
20781349,4580XX,458050.0,57621XX,5762150.0,100
20781404,4535XX,453550.0,57445XX,5744550.0,100
20781416,4535XX,453550.0,57444XX,5744450.0,100
20781428,4535XX,453550.0,57445XX,5744550.0,100
20781430,4536XX,453650.0,57446XX,5744650.0,100
20781441,4536XX,453650.0,57446XX,5744650.0,100
20781453,4536XX,453650.0,57446XX,5744650.0,100
20781465,4535XX,453550.0,57445XX,5744550.0,100
20781477,4536XX,453650.0,57445XX,5744550.0,100
20781489,4536XX,453650.0,57446XX,5744650.0,100
20781490,4535XX,453550.0,57444XX,5744450.0,100
20781507,4534XX,453450.0,57444XX,5744450.0,100
20781519,4534XX,453450.0,57443XX,5744350.0,100
20781520,4537XX,453750.0,57448XX,5744850.0,100
20781532,4538XX,453850.0,57449XX,5744950.0,100
20781544,4538XX,453850.0,57450XX,5745050.0,100
20781556,4538XX,453850.0,57450XX,5745050.0,100
20781568,4539XX,453950.0,57451XX,5745150.0,100
20781570,4539XX,453950.0,57452XX,5745250.0,100
20781581,4540XX,454050.0,57452XX,5745250.0,100
20781593,4540XX,454050.0,57453XX,5745350.0,100
20781600,4547XX,454750.0,57449XX,5744950.0,100
20781611,4535XX,453550.0,57445XX,5744550.0,100
20781623,4535XX,453550.0,57445XX,5744550.0,100
20781635,4535XX,453550.0,57446XX,5744650.0,100
20781647,4536XX,453650.0,57447XX,5744750.0,100
20781659,4535XX,453550.0,57447XX,5744750.0,100
20781660,4534XX,453450.0,57445XX,5744550.0,100
20781672,4533XX,453350.0,57443XX,5744350.0,100
20781684,4534XX,453450.0,57442XX,5744250.0,100
20781696,4534XX,453450.0,57443XX,5744350.0,100
20781702,4536XX,453650.0,57445XX,5744550.0,100
20781714,4539XX,453950.0,57443XX,5744350.0,100
20781726,4540XX,454050.0,57442XX,5744250.0,100
20781738,4537XX,453750.0,57448XX,5744850.0,100
20781740,4539XX,453950.0,57451XX,5745150.0,100
20781751,4533XX,453350.0,57450XX,5745050.0,100
20781763,4533XX,453350.0,57447XX,5744750.0,100
20781775,4533XX,453350.0,57445XX,5744550.0,100
20781787,4528XX,452850.0,57442XX,5744250.0,100
20781799,4532XX,453250.0,57441XX,5744150.0,100
20781805,4534XX,453450.0,57439XX,5743950.0,100
20781817,4538XX,453850.0,57450XX,5745050.0,100
20781829,4538XX,453850.0,57450XX,5745050.0,100
20781830,4538XX,453850.0,57450XX,5745050.0,100
20781842,4534XX,453450.0,57454XX,5745450.0,100
20781854,4529XX,452950.0,57449XX,5744950.0,100
20781866,4539XX,453950.0,57446XX,5744650.0,100
20781878,4542XX,454250.0,57448XX,5744850.0,100
20781880,4547XX,454750.0,57447XX,5744750.0,100
20781891,4544XX,454450.0,57439XX,5743950.0,100
20781908,4550XX,455050.0,57432XX,5743250.0,100
20781910,4545XX,454550.0,57453XX,5745350.0,100
20781921,4541XX,454150.0,57453XX,5745350.0,100
20781933,4541XX,454150.0,57449XX,5744950.0,100
20781945,4539XX,453950.0,57450XX,5745050.0,100
20781957,4536XX,453650.0,57447XX,5744750.0,100
20781969,4534XX,453450.0,57445XX,5744550.0,100
20781970,4536XX,453650.0,57445XX,5744550.0,100
20781982,4537XX,453750.0,57448XX,5744850.0,100
20781994,4539XX,453950.0,57434XX,5743450.0,100
20782007,4541XX,454150.0,57453XX,5745350.0,100
20782019,4542XX,454250.0,57455XX,5745550.0,100
20782020,4538XX,453850.0,57458XX,5745850.0,100
20782032,4544XX,454450.0,57459XX,5745950.0,100
20782044,4549XX,454950.0,57456XX,5745650.0,100
20782056,4542XX,454250.0,57440XX,5744050.0,100
20782068,4548XX,454850.0,57452XX,5745250.0,100
20782070,4545XX,454550.0,57455XX,5745550.0,100
20782081,4540XX,454050.0,57455XX,5745550.0,100
20782093,4541XX,454150.0,57461XX,5746150.0,100
20782100,4534XX,453450.0,57462XX,5746250.0,100
20782111,4532XX,453250.0,57456XX,5745650.0,100
20782123,4544XX,454450.0,57447XX,5744750.0,100
20782135,4549XX,454950.0,57445XX,5744550.0,100
20782147,4550XX,455050.0,57445XX,5744550.0,100
20782159,4536XX,453650.0,57449XX,5744950.0,100
20782160,4552XX,455250.0,57457XX,5745750.0,100
20782172,4556XX,455650.0,57452XX,5745250.0,100
20782184,4559XX,455950.0,57452XX,5745250.0,100
20782196,4549XX,454950.0,57455XX,5745550.0,100
20782202,4540XX,454050.0,57453XX,5745350.0,100
20782214,4535XX,453550.0,57446XX,5744650.0,100
20782226,4533XX,453350.0,57442XX,5744250.0,100
20782238,4533XX,453350.0,57444XX,5744450.0,100
20782240,4534XX,453450.0,57446XX,5744650.0,100
20782251,4531XX,453150.0,57447XX,5744750.0,100
20782263,4532XX,453250.0,57445XX,5744550.0,100
20782275,4537XX,453750.0,57457XX,5745750.0,100
20782305,4376XX,437650.0,57648XX,5764850.0,100
20782317,4364XX,436450.0,57651XX,5765150.0,100
20782330,4363XX,436350.0,57652XX,5765250.0,100
20782342,4371XX,437150.0,57649XX,5764950.0,100
20782391,4579XX,457950.0,57623XX,5762350.0,100
20782408,4363XX,436350.0,57652XX,5765250.0,100
20782410,4365XX,436550.0,57650XX,5765050.0,100
20782421,4367XX,436750.0,57650XX,5765050.0,100
20782433,4369XX,436950.0,57649XX,5764950.0,100
20782445,4371XX,437150.0,57649XX,5764950.0,100
20782457,4372XX,437250.0,57649XX,5764950.0,100
20782469,4374XX,437450.0,57648XX,5764850.0,100
20782470,4378XX,437850.0,57647XX,5764750.0,100
20782482,4379XX,437950.0,57647XX,5764750.0,100
20782494,4379XX,437950.0,57647XX,5764750.0,100
20782500,436452,436452.0,5764824,5764824.0,1
20782512,4369XX,436950.0,57648XX,5764850.0,100
20782524,4374XX,437450.0,57647XX,5764750.0,100
20782536,4372XX,437250.0,57648XX,5764850.0,100
20782548,4378XX,437850.0,57647XX,5764750.0,100
20782550,4367XX,436750.0,57650XX,5765050.0,100
20782561,4376XX,437650.0,57647XX,5764750.0,100
20782573,4369XX,436950.0,57648XX,5764850.0,100
20782615,4473XX,447350.0,57548XX,5754850.0,100
20782627,4473XX,447350.0,57546XX,5754650.0,100
20782639,4474XX,447450.0,57544XX,5754450.0,100
20782640,4475XX,447550.0,57545XX,5754550.0,100
20782652,4475XX,447550.0,57545XX,5754550.0,100
20782664,4476XX,447650.0,57546XX,5754650.0,100
20782676,4474XX,447450.0,57549XX,5754950.0,100
20782688,4474XX,447450.0,57547XX,5754750.0,100
20782690,4474XX,447450.0,57550XX,5755050.0,100
20782706,4475XX,447550.0,57545XX,5754550.0,100
20782718,4475XX,447550.0,57545XX,5754550.0,100
20782720,4475XX,447550.0,57546XX,5754650.0,100
20782731,4476XX,447650.0,57545XX,5754550.0,100
20782743,4476XX,447650.0,57543XX,5754350.0,100
20782755,4477XX,447750.0,57545XX,5754550.0,100
20782767,4478XX,447850.0,57543XX,5754350.0,100
20782779,4475XX,447550.0,57545XX,5754550.0,100
20782780,446702,446702.0,5755396,5755396.0,1
20782792,4467XX,446750.0,57552XX,5755250.0,100
20782809,4469XX,446950.0,57553XX,5755350.0,100
20782810,4473XX,447350.0,57547XX,5754750.0,100
20782822,4477XX,447750.0,57546XX,5754650.0,100
20782834,4478XX,447850.0,57545XX,5754550.0,100
20782846,4477XX,447750.0,57549XX,5754950.0,100
20782858,4477XX,447750.0,57548XX,5754850.0,100
20782860,448378,448378.0,5755047,5755047.0,1
20782871,4481XX,448150.0,57554XX,5755450.0,100
20782883,448769,448769.0,5755019,5755019.0,1
20782895,448795,448795.0,5755346,5755346.0,1
20782901,448266,448266.0,5755667,5755667.0,1
20782913,4483XX,448350.0,57560XX,5756050.0,100
20782925,448336,448336.0,5756032,5756032.0,1
20782937,4493XX,449350.0,57567XX,5756750.0,100
20782949,4493XX,449350.0,57567XX,5756750.0,100
20783012,4606XX,460650.0,57411XX,5741150.0,100
20783024,4606XX,460650.0,57411XX,5741150.0,100
20783036,4605XX,460550.0,57411XX,5741150.0,100
20783048,4605XX,460550.0,57411XX,5741150.0,100
20783050,4604XX,460450.0,57411XX,5741150.0,100
20783061,4607XX,460750.0,57412XX,5741250.0,100
20783073,4608XX,460850.0,57412XX,5741250.0,100
20783085,4607XX,460750.0,57411XX,5741150.0,100
20783097,4607XX,460750.0,57411XX,5741150.0,100
20783103,4606XX,460650.0,57410XX,5741050.0,100
20783115,4605XX,460550.0,57411XX,5741150.0,100
20783127,4605XX,460550.0,57410XX,5741050.0,100
20783139,4604XX,460450.0,57411XX,5741150.0,100
20783140,4604XX,460450.0,57411XX,5741150.0,100
20783152,4605XX,460550.0,57411XX,5741150.0,100
20783164,4606XX,460650.0,57412XX,5741250.0,100
20783176,4606XX,460650.0,57411XX,5741150.0,100
20783188,4606XX,460650.0,57411XX,5741150.0,100
20783190,4606XX,460650.0,57411XX,5741150.0,100
20783206,4605XX,460550.0,57411XX,5741150.0,100
20783218,4606XX,460650.0,57411XX,5741150.0,100
20783220,4606XX,460650.0,57411XX,5741150.0,100
20783231,4605XX,460550.0,57411XX,5741150.0,100
20783243,4605XX,460550.0,57411XX,5741150.0,100
20783255,4605XX,460550.0,57411XX,5741150.0,100
20783267,4604XX,460450.0,57411XX,5741150.0,100
20783279,4607XX,460750.0,57409XX,5740950.0,100
20783280,4607XX,460750.0,57412XX,5741250.0,100
20783292,4608XX,460850.0,57411XX,5741150.0,100
20783309,4608XX,460850.0,57411XX,5741150.0,100
20783310,4613XX,461350.0,57409XX,5740950.0,100
20783322,4609XX,460950.0,57406XX,5740650.0,100
20783334,4608XX,460850.0,57409XX,5740950.0,100
20783346,4607XX,460750.0,57412XX,5741250.0,100
20783358,4539XX,453950.0,57452XX,5745250.0,100
20783360,4539XX,453950.0,57454XX,5745450.0,100
20783371,4540XX,454050.0,57454XX,5745450.0,100
20783383,4543XX,454350.0,57452XX,5745250.0,100
20783395,4546XX,454650.0,57441XX,5744150.0,100
20783401,4540XX,454050.0,57453XX,5745350.0,100
20783413,4540XX,454050.0,57453XX,5745350.0,100
20783425,4541XX,454150.0,57450XX,5745050.0,100
20783450,4536XX,453650.0,57442XX,5744250.0,100
20783462,4536XX,453650.0,57445XX,5744550.0,100
20783486,454311,454311.0,5744988,5744988.0,1
20783504,4471XX,447150.0,57553XX,5755350.0,100
20783516,4472XX,447250.0,57551XX,5755150.0,100
20783619,4338XX,433850.0,57646XX,5764650.0,100
20783620,4351XX,435150.0,57649XX,5764950.0,100
20783632,4351XX,435150.0,57652XX,5765250.0,100
20783644,4349XX,434950.0,57656XX,5765650.0,100
20783656,4357XX,435750.0,57654XX,5765450.0,100
20783668,4357XX,435750.0,57662XX,5766250.0,100
20783670,4359XX,435950.0,57650XX,5765050.0,100
20783681,4360XX,436050.0,57653XX,5765350.0,100
20783693,4361XX,436150.0,57658XX,5765850.0,100
20783700,4362XX,436250.0,57647XX,5764750.0,100
20783711,4362XX,436250.0,57651XX,5765150.0,100
20783723,4366XX,436650.0,57641XX,5764150.0,100
20783735,4364XX,436450.0,57648XX,5764850.0,100
20783747,4364XX,436450.0,57655XX,5765550.0,100
20783759,4367XX,436750.0,57645XX,5764550.0,100
20783760,4366XX,436650.0,57651XX,5765150.0,100
20783772,4367XX,436750.0,57652XX,5765250.0,100
20783784,4367XX,436750.0,57652XX,5765250.0,100
20783796,4373XX,437350.0,57637XX,5763750.0,100
20783802,4371XX,437150.0,57645XX,5764550.0,100
20783814,4372XX,437250.0,57650XX,5765050.0,100
20783826,4370XX,437050.0,57656XX,5765650.0,100
20783838,4370XX,437050.0,57656XX,5765650.0,100
20783840,4376XX,437650.0,57643XX,5764350.0,100
20783851,4376XX,437650.0,57647XX,5764750.0,100
20783863,4374XX,437450.0,57648XX,5764850.0,100
20783875,4374XX,437450.0,57658XX,5765850.0,100
20783887,4374XX,437450.0,57658XX,5765850.0,100
20783899,4376XX,437650.0,57663XX,5766350.0,100
20783905,437902,437902.0,5766796,5766796.0,1
20783917,4380XX,438050.0,57638XX,5763850.0,100
20783929,4379XX,437950.0,57644XX,5764450.0,100
20783930,4380XX,438050.0,57649XX,5764950.0,100
20783942,4377XX,437750.0,57651XX,5765150.0,100
20783954,4382XX,438250.0,57656XX,5765650.0,100
20783966,4382XX,438250.0,57644XX,5764450.0,100
20783978,4386XX,438650.0,57641XX,5764150.0,100
20783980,4393XX,439350.0,57644XX,5764450.0,100
20783991,4387XX,438750.0,57647XX,5764750.0,100
20784004,4390XX,439050.0,57653XX,5765350.0,100
20784016,4386XX,438650.0,57667XX,5766750.0,100
20784028,4386XX,438650.0,57667XX,5766750.0,100
20784030,4360XX,436050.0,57686XX,5768650.0,100
20784041,4369XX,436950.0,57683XX,5768350.0,100
20784053,4378XX,437850.0,57679XX,5767950.0,100
20784065,4385XX,438550.0,57673XX,5767350.0,100
20784077,4391XX,439150.0,57677XX,5767750.0,100
20784089,4391XX,439150.0,57683XX,5768350.0,100
20784090,4396XX,439650.0,57671XX,5767150.0,100
20784107,4395XX,439550.0,57675XX,5767550.0,100
20784119,4397XX,439750.0,57684XX,5768450.0,100
20784120,4413XX,441350.0,57676XX,5767650.0,100
20784132,4415XX,441550.0,57690XX,5769050.0,100
20784144,4346XX,434650.0,57654XX,5765450.0,100
20784156,4339XX,433950.0,57658XX,5765850.0,100
20784168,4339XX,433950.0,57664XX,5766450.0,100
20784170,4346XX,434650.0,57667XX,5766750.0,100
20784181,4349XX,434950.0,57677XX,5767750.0,100
20784193,4353XX,435350.0,57669XX,5766950.0,100
20784200,4358XX,435850.0,57676XX,5767650.0,100
20784211,4364XX,436450.0,57665XX,5766550.0,100
20784223,4367XX,436750.0,57672XX,5767250.0,100
20784235,4377XX,437750.0,57690XX,5769050.0,100
20784247,4383XX,438350.0,57686XX,5768650.0,100
20784259,4382XX,438250.0,57692XX,5769250.0,100
20784260,4391XX,439150.0,57691XX,5769150.0,100
20784272,4393XX,439350.0,57698XX,5769850.0,100
20784284,4404XX,440450.0,57675XX,5767550.0,100
20784296,4402XX,440250.0,57696XX,5769650.0,100
20784302,4358XX,435850.0,57647XX,5764750.0,100
20784314,4361XX,436150.0,57643XX,5764350.0,100
20784326,4363XX,436350.0,57661XX,5766150.0,100
20784338,4364XX,436450.0,57644XX,5764450.0,100
20784340,4367XX,436750.0,57643XX,5764350.0,100
20784351,4367XX,436750.0,57657XX,5765750.0,100
20784363,4370XX,437050.0,57661XX,5766150.0,100
20784375,4370XX,437050.0,57640XX,5764050.0,100
20784387,4371XX,437150.0,57643XX,5764350.0,100
20784399,4373XX,437350.0,57654XX,5765450.0,100
20784405,4375XX,437550.0,57660XX,5766050.0,100
20784417,4378XX,437850.0,57654XX,5765450.0,100
20784429,4378XX,437850.0,57640XX,5764050.0,100
20784430,4382XX,438250.0,57642XX,5764250.0,100
20784442,4384XX,438450.0,57651XX,5765150.0,100
20784454,4387XX,438750.0,57651XX,5765150.0,100
20784466,4440XX,444050.0,57665XX,5766550.0,100
20784478,4431XX,443150.0,57671XX,5767150.0,100
20784480,4376XX,437650.0,57648XX,5764850.0,100
20784491,4377XX,437750.0,57648XX,5764850.0,100
20784508,4377XX,437750.0,57648XX,5764850.0,100
20784510,4378XX,437850.0,57648XX,5764850.0,100
20784521,4364XX,436450.0,57652XX,5765250.0,100
20784533,4364XX,436450.0,57650XX,5765050.0,100
20784545,4366XX,436650.0,57649XX,5764950.0,100
20784557,4376XX,437650.0,57649XX,5764950.0,100
20784569,4391XX,439150.0,57677XX,5767750.0,100
20784570,4357XX,435750.0,57642XX,5764250.0,100
20784582,4357XX,435750.0,57666XX,5766650.0,100
20784594,4359XX,435950.0,57637XX,5763750.0,100
20784600,4359XX,435950.0,57640XX,5764050.0,100
20784612,4363XX,436350.0,57642XX,5764250.0,100
20784624,4364XX,436450.0,57646XX,5764650.0,100
20784636,4369XX,436950.0,57668XX,5766850.0,100
20784648,4368XX,436850.0,57634XX,5763450.0,100
20784650,4379XX,437950.0,57642XX,5764250.0,100
20784661,4381XX,438150.0,57662XX,5766250.0,100
20784673,4371XX,437150.0,57653XX,5765350.0,100
20784685,4381XX,438150.0,57652XX,5765250.0,100
20784697,4359XX,435950.0,57650XX,5765050.0,100
20784703,4362XX,436250.0,57651XX,5765150.0,100
20784715,4382XX,438250.0,57667XX,5766750.0,100
20784727,4351XX,435150.0,57649XX,5764950.0,100
20784739,4361XX,436150.0,57658XX,5765850.0,100
20784740,4364XX,436450.0,57655XX,5765550.0,100
20784752,4364XX,436450.0,57650XX,5765050.0,100
20784764,4372XX,437250.0,57650XX,5765050.0,100
20784776,4374XX,437450.0,57658XX,5765850.0,100
20784788,437902,437902.0,5766796,5766796.0,1
20784790,4376XX,437650.0,57648XX,5764850.0,100
20784806,4377XX,437750.0,57651XX,5765150.0,100
20784818,4385XX,438550.0,57673XX,5767350.0,100
20784820,4335XX,433550.0,57654XX,5765450.0,100
20784831,4338XX,433850.0,57644XX,5764450.0,100
20784843,4348XX,434850.0,57638XX,5763850.0,100
